"1","What is the population of a Aruban city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","377400"
"2","What is the population of Aruban cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","377400"
"3","What was the population of a Aruban city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","377400"
"4","What was the population of Aruban cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","377400"
"7","What is the population of a Aruban settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","2254"
"8","What is the population of Aruban settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","2254"
"9","What was the population of a Aruban settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","2254"
"10","What was the population of Aruban settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","2254"
"13","What is the population of a Aruban populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","2254"
"14","What is the population of Aruban populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","2254"
"15","What was the population of a Aruban populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","2254"
"16","What was the population of Aruban populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","2254"
"19","What is the population of a Aruban place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","2254"
"20","What is the population of Aruban places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","2254"
"21","What was the population of a Aruban place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","2254"
"22","What was the population of Aruban places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","2254"
"25","What is the population of a Aruban village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9493"
"26","What is the population of Aruban villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9493"
"27","What was the population of a Aruban village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9493"
"28","What was the population of Aruban villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9493"
"31","What is the population of a Aruban town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","2254"
"32","What is the population of Aruban towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","2254"
"33","What was the population of a Aruban town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","2254"
"34","What was the population of Aruban towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","2254"
"37","What is the population of a Aruban administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","135088"
"38","What is the population of Aruban administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","135088"
"39","What was the population of a Aruban administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","135088"
"40","What was the population of Aruban administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","135088"
"43","What is the population of a Aruban region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","135088"
"44","What is the population of Aruban regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","135088"
"45","What was the population of a Aruban region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","135088"
"46","What was the population of Aruban regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","135088"
"49","What is the population of a Spanish country?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","647554"
"50","What is the population of Spanish countries?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","647554"
"51","What was the population of a Spanish country?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","647554"
"52","What was the population of Spanish countries?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","647554"
"55","What is the population of a Spanish populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","692"
"56","What is the population of Spanish populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","692"
"57","What was the population of a Spanish populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","692"
"58","What was the population of Spanish populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","692"
"61","What is the population of a Spanish town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","733"
"62","What is the population of Spanish towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","733"
"63","What was the population of a Spanish town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","733"
"64","What was the population of Spanish towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","733"
"67","What is the population of a Spanish region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","123"
"68","What is the population of Spanish regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","123"
"69","What was the population of a Spanish region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","123"
"70","What was the population of Spanish regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","123"
"73","What is the population of a Spanish city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","18175"
"74","What is the population of Spanish cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","18175"
"75","What was the population of a Spanish city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","18175"
"76","What was the population of Spanish cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","18175"
"79","What is the population of a Spanish settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","692"
"80","What is the population of Spanish settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","692"
"81","What was the population of a Spanish settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","692"
"82","What was the population of Spanish settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","692"
"85","What is the population of a Spanish place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","692"
"86","What is the population of Spanish places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","692"
"87","What was the population of a Spanish place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","692"
"88","What was the population of Spanish places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","692"
"91","What is the population of a Spanish village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9544"
"92","What is the population of Spanish villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9544"
"93","What was the population of a Spanish village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9544"
"94","What was the population of Spanish villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","9544"
"97","What is the population of a Spanish administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","123"
"98","What is the population of Spanish administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","123"
"99","What was the population of a Spanish administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","123"
"100","What was the population of Spanish administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","123"
