"1","What is the population of a Aruban city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/populationTotal> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Algeria> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","377400"
"1","What is the area code of a Brazilian populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","+55 75"
"2","What is the area code of Brazilian populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","+55 75"
"3","What was the area code of a Brazilian populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","+55 75"
"4","What was the area code of Brazilian populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","+55 75"
"7","What is the area code of a Brazilian town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","+55 75"
"8","What is the area code of Brazilian towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","+55 75"
"9","What was the area code of a Brazilian town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","+55 75"
"10","What was the area code of Brazilian towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","+55 75"
"13","What is the area code of a Brazilian region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+55 31"
"14","What is the area code of Brazilian regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+55 31"
"15","What was the area code of a Brazilian region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+55 31"
"16","What was the area code of Brazilian regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+55 31"
"19","What is the area code of a Brazilian city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","(+55) 81"
"20","What is the area code of Brazilian cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","(+55) 81"
"21","What was the area code of a Brazilian city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","(+55) 81"
"22","What was the area code of Brazilian cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","(+55) 81"
"25","What is the area code of a Brazilian settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","+55 75"
"26","What is the area code of Brazilian settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","+55 75"
"27","What was the area code of a Brazilian settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","+55 75"
"28","What was the area code of Brazilian settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","+55 75"
"31","What is the area code of a Brazilian place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","+55 75"
"32","What is the area code of Brazilian places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","+55 75"
"33","What was the area code of a Brazilian place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","+55 75"
"34","What was the area code of Brazilian places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","+55 75"
"37","What is the area code of a Brazilian village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","+55 97"
"38","What is the area code of Brazilian villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","+55 97"
"39","What was the area code of a Brazilian village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","+55 97"
"40","What was the area code of Brazilian villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","+55 97"
"43","What is the area code of a Brazilian administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+55 31"
"44","What is the area code of Brazilian administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+55 31"
"45","What was the area code of a Brazilian administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+55 31"
"46","What was the area code of Brazilian administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+55 31"
"49","What is the area code of a Spanish country?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","949"
"50","What is the area code of Spanish countries?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","949"
"51","What was the area code of a Spanish country?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","949"
"52","What was the area code of Spanish countries?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>  }","949"
"55","What is the area code of a Spanish populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"56","What is the area code of Spanish populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"57","What was the area code of a Spanish populated place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"58","What was the area code of Spanish populated places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PopulatedPlace>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"61","What is the area code of a Spanish town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"62","What is the area code of Spanish towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"63","What was the area code of a Spanish town?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"64","What was the area code of Spanish towns?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Town>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"67","What is the area code of a Spanish region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+34 986"
"68","What is the area code of Spanish regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+34 986"
"69","What was the area code of a Spanish region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+34 986"
"70","What was the area code of Spanish regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>  }","+34 986"
"73","What is the area code of a Spanish city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","+34(Spain) + 943 (Gipuzkoa)"
"74","What is the area code of Spanish cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","+34(Spain) + 943 (Gipuzkoa)"
"75","What was the area code of a Spanish city?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","+34(Spain) + 943 (Gipuzkoa)"
"76","What was the area code of Spanish cities?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>  }","+34(Spain) + 943 (Gipuzkoa)"
"79","What is the area code of a Spanish settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"80","What is the area code of Spanish settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"81","What was the area code of a Spanish settlement?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"82","What was the area code of Spanish settlements?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"85","What is the area code of a Spanish place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"86","What is the area code of Spanish places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"87","What was the area code of a Spanish place?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"88","What was the area code of Spanish places?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>  }","34 (España) + 925 (provincia de Toledo) + 154/155/147"
"91","What is the area code of a Spanish village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","987"
"92","What is the area code of Spanish villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","987"
"93","What was the area code of a Spanish village?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","987"
"94","What was the area code of Spanish villages?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Village>  }","987"
"97","What is the area code of a Spanish administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+34 986"
"98","What is the area code of Spanish administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+34 986"
"99","What was the area code of a Spanish administrative region?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+34 986"
"100","What was the area code of Spanish administrative regions?","SELECT ?o  WHERE { 	?s <http://dbpedia.org/ontology/areaCode> ?o . ?s <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>  }","+34 986"
